user_id,signup_date,city,age_band,employment_type,credit_limit,kyc_status
1022,2025-09-22,Bangalore,25-34,salaried,20000,full
1023,2025-10-30,Bangalore,18-24,student,30000,full
1024,2025-11-03,Pune,25-34,salaried,5000,full
1025,2025-11-11,Hyderabad,25-34,salaried,10000,full
1026,2025-09-11,Bangalore,35-44,self_employed,20000,partial
1027,2025-09-14,Bangalore,18-24,self_employed,20000,full
1028,2025-10-30,Bangalore,25-34,self_employed,20000,full
1029,2025-09-30,Bangalore,18-24,self_employed,10000,full
1030,2025-10-05,Bangalore,18-24,salaried,10000,full
1031,2025-11-24,Bangalore,18-24,salaried,10000,full
1032,2025-10-07,Delhi,35-44,self_employed,30000,full
1033,2025-09-05,Hyderabad,25-34,salaried,10000,full
1034,2025-11-22,Mumbai,25-34,self_employed,30000,full
1035,2025-11-17,Mumbai,25-34,salaried,5000,full
1036,2025-09-26,Bangalore,18-24,salaried,30000,full
1037,2025-11-01,Pune,18-24,salaried,10000,partial
1038,2025-09-04,Hyderabad,18-24,self_employed,10000,full
1039,2025-11-28,Hyderabad,18-24,student,10000,full
1040,2025-10-12,Hyderabad,25-34,salaried,5000,partial
1041,2025-11-28,Pune,25-34,salaried,5000,partial
1042,2025-09-18,Mumbai,18-24,student,5000,full
1043,2025-10-10,Bangalore,18-24,salaried,5000,full
1044,2025-11-11,Mumbai,18-24,salaried,10000,full
1045,2025-10-09,Hyderabad,25-34,salaried,20000,full
1046,2025-09-14,Hyderabad,35-44,student,10000,full
1047,2025-10-02,Mumbai,25-34,salaried,5000,full
1048,2025-10-21,Bangalore,25-34,salaried,20000,full
1049,2025-10-08,Delhi,25-34,salaried,10000,full
1050,2025-09-23,Pune,18-24,student,30000,partial
1051,2025-11-02,Mumbai,18-24,self_employed,10000,full
1052,2025-09-15,Mumbai,35-44,salaried,5000,full
1053,2025-09-25,Bangalore,25-34,salaried,10000,full
1054,2025-09-17,Delhi,18-24,salaried,10000,partial
1055,2025-11-05,Pune,25-34,salaried,5000,full
1056,2025-11-17,Mumbai,25-34,salaried,5000,full
1057,2025-10-23,Hyderabad,25-34,salaried,5000,partial
1058,2025-10-21,Delhi,35-44,salaried,5000,full
1059,2025-10-09,Mumbai,25-34,salaried,10000,full
1060,2025-10-21,Bangalore,25-34,salaried,10000,partial
1061,2025-11-09,Hyderabad,18-24,student,5000,partial
1062,2025-09-06,Delhi,18-24,salaried,10000,full
1063,2025-11-06,Delhi,18-24,student,10000,full
1064,2025-09-07,Mumbai,18-24,student,5000,full
1065,2025-10-21,Pune,25-34,self_employed,5000,full
1066,2025-11-11,Bangalore,25-34,salaried,5000,full
1067,2025-10-12,Hyderabad,18-24,salaried,10000,full
1068,2025-11-03,Bangalore,25-34,salaried,5000,full
1069,2025-09-15,Delhi,18-24,self_employed,10000,full
1070,2025-09-29,Bangalore,18-24,salaried,10000,full
1071,2025-10-03,Delhi,18-24,salaried,10000,full
1072,2025-09-27,Mumbai,18-24,salaried,5000,full
1073,2025-10-06,Bangalore,18-24,self_employed,10000,full
1074,2025-09-29,Delhi,25-34,self_employed,10000,full
1075,2025-10-08,Pune,25-34,self_employed,20000,full
1076,2025-10-27,Bangalore,35-44,student,20000,full
1077,2025-09-27,Hyderabad,18-24,student,10000,full
1078,2025-10-25,Delhi,18-24,student,10000,full
1079,2025-10-03,Mumbai,18-24,student,10000,full
1080,2025-11-07,Bangalore,25-34,self_employed,20000,full
1081,2025-11-25,Bangalore,18-24,student,5000,full
1082,2025-11-05,Bangalore,25-34,student,30000,full
1083,2025-09-10,Bangalore,25-34,student,10000,partial
1084,2025-09-05,Bangalore,25-34,student,10000,full
1085,2025-11-13,Mumbai,25-34,student,5000,full
1086,2025-10-08,Pune,18-24,salaried,10000,full
1087,2025-09-13,Hyderabad,18-24,salaried,10000,full
1088,2025-10-01,Mumbai,18-24,student,5000,full
1089,2025-10-17,Bangalore,25-34,salaried,5000,full
1090,2025-11-27,Bangalore,18-24,salaried,20000,full
1091,2025-10-22,Delhi,18-24,student,10000,full
1092,2025-10-26,Bangalore,35-44,salaried,10000,full
1093,2025-09-15,Mumbai,18-24,salaried,5000,full
1094,2025-09-29,Mumbai,25-34,salaried,20000,full
1095,2025-09-08,Delhi,25-34,salaried,20000,full
1096,2025-09-05,Delhi,18-24,student,10000,full
1097,2025-09-29,Hyderabad,18-24,self_employed,10000,full
1098,2025-10-17,Hyderabad,18-24,self_employed,10000,full
1099,2025-11-07,Delhi,25-34,self_employed,10000,partial
1100,2025-11-15,Pune,25-34,student,5000,full
1101,2025-10-15,Pune,25-34,self_employed,30000,full
1102,2025-09-02,Delhi,35-44,self_employed,10000,full
1103,2025-09-27,Delhi,25-34,self_employed,10000,full
1104,2025-10-06,Mumbai,18-24,student,10000,full
1105,2025-10-06,Pune,18-24,salaried,20000,full
1106,2025-09-26,Pune,25-34,self_employed,5000,partial
1107,2025-10-13,Bangalore,18-24,salaried,5000,full
1108,2025-09-27,Delhi,18-24,salaried,10000,full
1109,2025-11-08,Mumbai,25-34,self_employed,10000,full
1110,2025-09-20,Mumbai,25-34,salaried,20000,full
1111,2025-09-11,Bangalore,35-44,salaried,5000,full
1112,2025-11-13,Pune,25-34,salaried,20000,full
1113,2025-10-08,Mumbai,18-24,self_employed,5000,full
1114,2025-09-06,Hyderabad,35-44,student,5000,full
1115,2025-11-11,Pune,18-24,salaried,20000,full
1116,2025-09-23,Hyderabad,18-24,salaried,10000,full
1117,2025-10-17,Delhi,25-34,salaried,10000,full
1118,2025-11-29,Mumbai,18-24,salaried,5000,full
1119,2025-10-16,Bangalore,25-34,self_employed,10000,partial
1120,2025-09-12,Mumbai,18-24,self_employed,10000,full
1121,2025-11-29,Bangalore,25-34,student,30000,partial
1122,2025-09-13,Mumbai,18-24,salaried,30000,full
1123,2025-11-01,Bangalore,25-34,student,10000,full
1124,2025-11-21,Bangalore,25-34,student,10000,full
1125,2025-11-28,Bangalore,18-24,salaried,10000,partial
1126,2025-10-30,Bangalore,18-24,self_employed,10000,full
1127,2025-10-13,Hyderabad,18-24,self_employed,5000,full
1128,2025-11-15,Hyderabad,18-24,student,10000,full
1129,2025-11-07,Mumbai,25-34,student,5000,partial
1130,2025-09-05,Bangalore,25-34,salaried,5000,partial
1131,2025-10-07,Bangalore,18-24,salaried,5000,partial
1132,2025-11-11,Bangalore,18-24,student,10000,partial
1133,2025-12-01,Bangalore,18-24,self_employed,20000,full
1134,2025-10-01,Pune,25-34,self_employed,10000,full
1135,2025-09-09,Bangalore,18-24,salaried,10000,full
1136,2025-10-21,Delhi,35-44,self_employed,5000,full
1137,2025-09-29,Bangalore,25-34,salaried,10000,full
1138,2025-11-17,Bangalore,18-24,salaried,5000,partial
1139,2025-10-10,Mumbai,25-34,salaried,10000,full
1140,2025-10-11,Mumbai,35-44,student,30000,full
1141,2025-11-25,Bangalore,25-34,self_employed,5000,partial
1142,2025-09-11,Bangalore,18-24,salaried,5000,full
1143,2025-09-23,Delhi,18-24,salaried,10000,full
1144,2025-09-01,Bangalore,25-34,salaried,30000,full
1145,2025-10-16,Bangalore,25-34,student,20000,full
1146,2025-09-21,Pune,25-34,student,20000,full
1147,2025-11-29,Mumbai,35-44,salaried,10000,full
1148,2025-10-06,Mumbai,35-44,salaried,30000,full
1149,2025-10-24,Delhi,35-44,student,5000,partial
1150,2025-11-26,Delhi,18-24,salaried,5000,full
1151,2025-10-27,Mumbai,25-34,salaried,20000,full
1152,2025-09-01,Mumbai,25-34,salaried,30000,partial
1153,2025-11-02,Hyderabad,25-34,salaried,5000,full
1154,2025-10-24,Bangalore,25-34,self_employed,5000,full
1155,2025-10-25,Mumbai,18-24,salaried,5000,full
1156,2025-10-10,Delhi,25-34,salaried,5000,full
1157,2025-09-15,Pune,25-34,student,5000,full
1158,2025-09-21,Mumbai,18-24,student,30000,full
1159,2025-10-17,Mumbai,25-34,student,10000,full
1160,2025-11-12,Bangalore,18-24,salaried,20000,full
1161,2025-10-23,Mumbai,18-24,student,20000,full
1162,2025-09-09,Bangalore,18-24,student,10000,full
1163,2025-11-13,Delhi,25-34,salaried,20000,full
1164,2025-10-22,Bangalore,25-34,student,10000,partial
1165,2025-10-27,Mumbai,25-34,student,10000,full
1166,2025-09-26,Bangalore,25-34,student,10000,full
1167,2025-10-11,Delhi,25-34,salaried,10000,full
1168,2025-10-05,Pune,18-24,student,20000,full
1169,2025-11-02,Bangalore,18-24,salaried,30000,full
1170,2025-09-25,Mumbai,35-44,salaried,10000,full
1171,2025-11-29,Delhi,18-24,salaried,20000,full
1172,2025-11-14,Bangalore,35-44,salaried,5000,full
1173,2025-10-08,Hyderabad,25-34,self_employed,20000,full
1174,2025-09-02,Bangalore,25-34,student,10000,full
1175,2025-09-07,Delhi,35-44,student,5000,full
1176,2025-11-21,Mumbai,18-24,student,10000,full
1177,2025-11-30,Mumbai,18-24,student,10000,full
1178,2025-10-04,Mumbai,25-34,student,5000,full
1179,2025-11-30,Bangalore,18-24,student,30000,full
1180,2025-09-17,Bangalore,35-44,salaried,5000,full
1181,2025-10-13,Hyderabad,18-24,salaried,30000,full
1182,2025-10-29,Mumbai,25-34,salaried,20000,full
1183,2025-10-21,Hyderabad,25-34,salaried,10000,full
1184,2025-10-24,Hyderabad,25-34,student,10000,full
1185,2025-09-24,Hyderabad,18-24,student,20000,full
1186,2025-09-25,Delhi,18-24,salaried,10000,full
1187,2025-11-10,Delhi,25-34,student,10000,full
1188,2025-10-22,Hyderabad,18-24,student,10000,partial
1189,2025-11-09,Delhi,25-34,salaried,10000,partial
1190,2025-11-27,Bangalore,25-34,self_employed,30000,full
1191,2025-10-03,Pune,25-34,salaried,5000,partial
1192,2025-10-19,Pune,25-34,student,10000,full
1193,2025-09-29,Delhi,18-24,self_employed,5000,full
1194,2025-11-02,Bangalore,25-34,salaried,20000,full
1195,2025-09-22,Delhi,35-44,salaried,20000,full
1196,2025-09-26,Hyderabad,25-34,self_employed,5000,partial
1197,2025-09-28,Pune,35-44,salaried,5000,full
1198,2025-11-24,Bangalore,25-34,student,5000,partial
1199,2025-10-19,Bangalore,18-24,salaried,10000,full
1200,2025-11-10,Pune,18-24,salaried,10000,full
1201,2025-11-20,Delhi,35-44,salaried,30000,full
1202,2025-11-23,Mumbai,18-24,salaried,10000,full
1203,2025-10-19,Pune,35-44,self_employed,5000,full
1204,2025-09-20,Bangalore,35-44,self_employed,20000,full
1205,2025-11-25,Mumbai,18-24,self_employed,10000,partial
1206,2025-12-01,Bangalore,18-24,self_employed,10000,full
1207,2025-11-02,Delhi,25-34,self_employed,5000,full
1208,2025-10-31,Hyderabad,18-24,student,10000,full
1209,2025-10-19,Delhi,25-34,student,30000,partial
1210,2025-11-10,Pune,25-34,salaried,10000,full
1211,2025-09-01,Mumbai,25-34,self_employed,10000,full
1212,2025-09-13,Delhi,25-34,salaried,10000,full
1213,2025-11-26,Bangalore,18-24,salaried,30000,full
1214,2025-10-21,Delhi,25-34,student,5000,full
1215,2025-10-26,Delhi,18-24,student,10000,full
1216,2025-11-22,Bangalore,18-24,salaried,30000,partial
1217,2025-11-01,Delhi,25-34,student,5000,partial
1218,2025-10-02,Delhi,25-34,salaried,20000,full
1219,2025-09-30,Hyderabad,18-24,student,10000,partial
1220,2025-09-29,Mumbai,25-34,student,10000,full
1221,2025-10-19,Hyderabad,25-34,salaried,10000,full
1222,2025-10-15,Bangalore,18-24,salaried,10000,full
1223,2025-09-30,Bangalore,18-24,salaried,10000,full
1224,2025-09-16,Mumbai,35-44,student,5000,full
1225,2025-10-10,Delhi,25-34,self_employed,10000,full
1226,2025-09-19,Bangalore,25-34,salaried,5000,full
1227,2025-09-18,Hyderabad,25-34,salaried,5000,full
1228,2025-09-01,Hyderabad,18-24,salaried,30000,full
1229,2025-11-17,Mumbai,25-34,student,10000,full
1230,2025-10-17,Bangalore,25-34,self_employed,30000,full
1231,2025-11-05,Hyderabad,25-34,salaried,5000,full
1232,2025-12-01,Mumbai,18-24,salaried,10000,partial
1233,2025-10-08,Hyderabad,18-24,student,5000,full
1234,2025-10-21,Hyderabad,18-24,self_employed,20000,full
1235,2025-11-02,Hyderabad,35-44,salaried,20000,full
1236,2025-09-04,Mumbai,25-34,student,5000,full
1237,2025-09-01,Bangalore,25-34,student,30000,partial
1238,2025-09-08,Mumbai,18-24,self_employed,5000,full
1239,2025-09-29,Mumbai,18-24,salaried,10000,full
1240,2025-10-25,Hyderabad,25-34,salaried,30000,partial
1241,2025-09-03,Bangalore,25-34,salaried,20000,full
1242,2025-10-02,Bangalore,25-34,salaried,30000,full
1243,2025-09-10,Pune,18-24,salaried,10000,full
1244,2025-11-13,Hyderabad,25-34,student,5000,full
1245,2025-11-22,Pune,18-24,salaried,5000,full
1246,2025-10-04,Hyderabad,18-24,self_employed,10000,full
1247,2025-11-26,Mumbai,25-34,student,20000,full
1248,2025-10-25,Mumbai,18-24,salaried,5000,full
1249,2025-12-01,Pune,18-24,salaried,10000,full
1250,2025-10-02,Mumbai,25-34,salaried,10000,full
1251,2025-10-20,Mumbai,25-34,self_employed,10000,full
1252,2025-09-07,Bangalore,25-34,salaried,10000,full
1253,2025-09-08,Delhi,25-34,student,10000,full
1254,2025-11-04,Hyderabad,18-24,self_employed,20000,full
1255,2025-10-27,Bangalore,18-24,salaried,5000,full
1256,2025-11-06,Bangalore,35-44,self_employed,20000,full
1257,2025-11-27,Delhi,25-34,salaried,5000,full
1258,2025-11-26,Bangalore,25-34,self_employed,5000,full
1259,2025-10-29,Bangalore,18-24,student,10000,full
1260,2025-11-11,Delhi,25-34,student,20000,full
1261,2025-10-24,Pune,18-24,self_employed,5000,full
1262,2025-11-06,Mumbai,25-34,student,10000,partial
1263,2025-10-21,Bangalore,35-44,student,10000,full
1264,2025-12-01,Bangalore,35-44,salaried,5000,full
1265,2025-09-08,Mumbai,25-34,self_employed,20000,full
1266,2025-10-04,Delhi,25-34,student,20000,partial
1267,2025-10-05,Hyderabad,35-44,self_employed,5000,full
1268,2025-11-27,Mumbai,25-34,salaried,10000,full
1269,2025-11-17,Hyderabad,18-24,salaried,20000,partial
1270,2025-10-02,Bangalore,25-34,self_employed,10000,full
1271,2025-10-16,Mumbai,18-24,salaried,10000,full
1272,2025-09-16,Bangalore,25-34,student,5000,full
1273,2025-11-07,Pune,25-34,student,10000,full
1274,2025-10-07,Mumbai,25-34,salaried,5000,full
1275,2025-10-24,Delhi,18-24,salaried,20000,partial
1276,2025-11-24,Bangalore,18-24,self_employed,10000,full
1277,2025-09-14,Bangalore,25-34,salaried,5000,full
1278,2025-10-25,Mumbai,25-34,salaried,20000,full
1279,2025-10-18,Bangalore,25-34,salaried,5000,full
1280,2025-11-21,Mumbai,18-24,student,10000,full
1281,2025-09-07,Bangalore,35-44,student,10000,full
1282,2025-11-13,Mumbai,35-44,self_employed,5000,full
1283,2025-09-07,Hyderabad,18-24,student,30000,full
1284,2025-10-03,Hyderabad,18-24,student,20000,full
1285,2025-09-23,Hyderabad,25-34,salaried,5000,full
1286,2025-11-24,Bangalore,25-34,salaried,20000,full
1287,2025-09-19,Bangalore,35-44,self_employed,10000,full
1288,2025-09-19,Mumbai,35-44,student,30000,full
1289,2025-10-06,Delhi,25-34,student,10000,partial
1290,2025-09-29,Delhi,25-34,student,10000,full
1291,2025-10-30,Bangalore,18-24,salaried,10000,full
1292,2025-11-21,Bangalore,18-24,salaried,10000,full
1293,2025-09-02,Bangalore,25-34,salaried,10000,partial
1294,2025-09-01,Pune,25-34,self_employed,5000,full
1295,2025-10-17,Bangalore,25-34,self_employed,20000,full
1296,2025-11-08,Mumbai,25-34,student,10000,full
1297,2025-09-20,Bangalore,18-24,salaried,30000,full
1298,2025-09-11,Mumbai,25-34,salaried,5000,partial
1299,2025-09-02,Delhi,18-24,self_employed,10000,full
1300,2025-11-06,Pune,25-34,self_employed,30000,full
1301,2025-11-26,Pune,25-34,student,10000,full
1302,2025-09-12,Delhi,25-34,salaried,20000,full
1303,2025-09-20,Pune,35-44,salaried,20000,partial
1304,2025-09-05,Pune,18-24,student,10000,full
1305,2025-10-07,Hyderabad,25-34,student,10000,full
1306,2025-10-08,Hyderabad,18-24,salaried,5000,full
1307,2025-09-09,Bangalore,25-34,salaried,10000,full
1308,2025-10-23,Mumbai,35-44,student,5000,full
1309,2025-10-14,Bangalore,25-34,salaried,20000,full
1310,2025-11-25,Bangalore,35-44,student,10000,full
1311,2025-09-24,Pune,18-24,salaried,10000,full
1312,2025-11-20,Delhi,35-44,student,5000,full
1313,2025-11-13,Hyderabad,18-24,student,30000,partial
1314,2025-09-30,Hyderabad,35-44,salaried,5000,full
1315,2025-10-29,Pune,18-24,student,5000,full
1316,2025-11-26,Pune,18-24,salaried,5000,full
1317,2025-11-20,Bangalore,25-34,student,30000,full
1318,2025-11-20,Bangalore,35-44,salaried,30000,full
1319,2025-09-14,Delhi,18-24,student,10000,full
1320,2025-09-09,Bangalore,18-24,salaried,20000,full
1321,2025-10-10,Bangalore,35-44,salaried,5000,partial
1322,2025-11-05,Delhi,18-24,student,30000,full
1323,2025-09-25,Hyderabad,18-24,salaried,5000,full
1324,2025-11-12,Mumbai,25-34,student,5000,full
1325,2025-09-22,Delhi,18-24,salaried,5000,full
1326,2025-09-04,Mumbai,35-44,student,10000,full
1327,2025-09-26,Bangalore,25-34,salaried,20000,full
1328,2025-10-28,Bangalore,25-34,salaried,10000,full
1329,2025-09-29,Hyderabad,35-44,self_employed,30000,full
1330,2025-11-26,Mumbai,25-34,salaried,10000,full
1331,2025-10-07,Hyderabad,18-24,salaried,5000,full
1332,2025-11-14,Bangalore,18-24,salaried,10000,full
1333,2025-11-09,Hyderabad,25-34,self_employed,10000,partial
1334,2025-09-18,Mumbai,18-24,salaried,20000,full
1335,2025-11-24,Mumbai,35-44,student,10000,full
1336,2025-10-12,Mumbai,25-34,self_employed,10000,full
1337,2025-10-11,Pune,18-24,salaried,5000,partial
1338,2025-10-08,Mumbai,25-34,self_employed,10000,full
1339,2025-10-04,Mumbai,25-34,self_employed,30000,full
1340,2025-09-17,Pune,35-44,student,5000,partial
1341,2025-10-07,Hyderabad,35-44,salaried,20000,full
1342,2025-09-25,Delhi,25-34,student,10000,full
1343,2025-11-15,Hyderabad,25-34,student,5000,full
1344,2025-11-26,Delhi,25-34,student,30000,full
1345,2025-11-25,Bangalore,25-34,salaried,10000,full
1346,2025-11-24,Mumbai,18-24,student,10000,full
1347,2025-09-27,Pune,18-24,student,5000,full
1348,2025-10-27,Pune,25-34,salaried,5000,full
1349,2025-10-01,Delhi,18-24,student,20000,partial
1350,2025-09-06,Mumbai,18-24,student,10000,full
1351,2025-11-30,Bangalore,25-34,student,30000,full
1352,2025-10-10,Pune,18-24,salaried,5000,full
1353,2025-09-12,Pune,25-34,salaried,5000,full
1354,2025-10-23,Mumbai,25-34,student,5000,full
1355,2025-11-10,Hyderabad,35-44,self_employed,10000,full
1356,2025-09-10,Hyderabad,25-34,salaried,30000,full
1357,2025-10-15,Mumbai,18-24,student,10000,full
1358,2025-09-17,Bangalore,25-34,student,10000,full
1359,2025-09-26,Delhi,25-34,salaried,20000,full
1360,2025-11-24,Mumbai,35-44,salaried,20000,full
1361,2025-12-01,Mumbai,25-34,student,5000,partial
1362,2025-11-01,Delhi,18-24,student,20000,full
1363,2025-10-16,Pune,35-44,self_employed,10000,full
1364,2025-11-03,Bangalore,18-24,student,5000,full
1365,2025-09-02,Mumbai,25-34,salaried,5000,partial
1366,2025-10-24,Mumbai,25-34,self_employed,10000,full
1367,2025-11-04,Mumbai,18-24,salaried,10000,full
1368,2025-10-21,Mumbai,18-24,student,5000,full
1369,2025-10-23,Bangalore,18-24,salaried,5000,full
1370,2025-10-06,Bangalore,25-34,student,20000,full
1371,2025-09-26,Mumbai,35-44,salaried,30000,full
1372,2025-09-29,Mumbai,18-24,salaried,20000,full
1373,2025-09-21,Bangalore,25-34,self_employed,5000,full
1374,2025-09-11,Hyderabad,18-24,self_employed,5000,full
1375,2025-10-10,Delhi,25-34,self_employed,5000,partial
1376,2025-09-11,Mumbai,18-24,self_employed,5000,full
1377,2025-10-06,Hyderabad,35-44,salaried,10000,full
1378,2025-10-29,Bangalore,25-34,salaried,10000,full
1379,2025-10-09,Bangalore,25-34,salaried,20000,full
1380,2025-10-24,Hyderabad,25-34,salaried,10000,full
1381,2025-10-25,Mumbai,25-34,self_employed,5000,full
1382,2025-09-24,Mumbai,35-44,student,10000,full
1383,2025-09-22,Hyderabad,25-34,self_employed,10000,full
1384,2025-11-08,Hyderabad,35-44,self_employed,10000,full
1385,2025-10-26,Pune,25-34,self_employed,5000,full
1386,2025-10-03,Mumbai,18-24,self_employed,10000,full
1387,2025-10-06,Delhi,25-34,student,5000,partial
1388,2025-09-20,Delhi,18-24,student,5000,full
1389,2025-11-22,Bangalore,25-34,student,20000,full
1390,2025-11-20,Mumbai,25-34,student,20000,full
1391,2025-11-01,Bangalore,25-34,salaried,5000,full
1392,2025-11-12,Pune,18-24,self_employed,5000,full
1393,2025-09-26,Mumbai,18-24,self_employed,20000,full
1394,2025-11-05,Mumbai,25-34,salaried,5000,full
1395,2025-11-12,Delhi,35-44,student,10000,partial
1396,2025-11-12,Bangalore,18-24,student,5000,full
1397,2025-10-10,Bangalore,25-34,student,5000,full
1398,2025-09-17,Delhi,25-34,salaried,20000,full
1399,2025-09-01,Bangalore,25-34,salaried,20000,full
1400,2025-11-28,Mumbai,18-24,student,5000,full
1401,2025-10-31,Pune,25-34,student,10000,full
1402,2025-10-13,Pune,18-24,student,5000,full
1403,2025-10-12,Mumbai,35-44,salaried,5000,full
1404,2025-09-25,Bangalore,18-24,salaried,30000,full
1405,2025-10-09,Pune,18-24,salaried,10000,full
1406,2025-10-05,Pune,18-24,salaried,10000,full
1407,2025-09-03,Bangalore,18-24,self_employed,20000,full
1408,2025-10-14,Hyderabad,25-34,student,20000,partial
1409,2025-10-21,Bangalore,18-24,salaried,20000,partial
1410,2025-09-12,Hyderabad,18-24,salaried,5000,full
1411,2025-09-19,Pune,25-34,salaried,5000,full
1412,2025-10-14,Bangalore,18-24,self_employed,10000,partial
1413,2025-10-29,Pune,18-24,salaried,10000,full
1414,2025-10-19,Mumbai,25-34,salaried,30000,full
1415,2025-10-31,Pune,25-34,student,10000,full
1416,2025-09-17,Delhi,35-44,salaried,30000,full
1417,2025-11-13,Hyderabad,35-44,student,5000,full
1418,2025-10-27,Bangalore,25-34,student,20000,full
1419,2025-10-25,Delhi,18-24,salaried,10000,full
1420,2025-10-17,Bangalore,25-34,salaried,30000,full
1421,2025-09-12,Pune,25-34,student,5000,partial
1422,2025-11-01,Hyderabad,25-34,salaried,10000,full
1423,2025-11-19,Pune,25-34,salaried,20000,full
1424,2025-11-27,Pune,18-24,student,10000,full
1425,2025-11-22,Bangalore,25-34,salaried,10000,full
1426,2025-09-08,Delhi,25-34,salaried,30000,full
1427,2025-09-21,Bangalore,35-44,salaried,10000,full
1428,2025-11-20,Bangalore,18-24,salaried,10000,full
1429,2025-11-26,Bangalore,18-24,student,5000,full
1430,2025-11-19,Delhi,18-24,salaried,20000,partial
1431,2025-11-09,Bangalore,25-34,self_employed,10000,full
1432,2025-11-11,Bangalore,18-24,salaried,10000,full
1433,2025-09-25,Bangalore,18-24,student,5000,full
1434,2025-11-21,Bangalore,35-44,salaried,10000,full
1435,2025-11-28,Pune,18-24,self_employed,5000,full
1436,2025-09-12,Hyderabad,25-34,student,5000,full
1437,2025-09-15,Pune,18-24,self_employed,10000,full
1438,2025-10-29,Delhi,25-34,self_employed,5000,full
1439,2025-09-26,Bangalore,25-34,student,5000,full
1440,2025-09-26,Hyderabad,35-44,self_employed,10000,full
1441,2025-10-17,Delhi,35-44,salaried,5000,partial
1442,2025-10-02,Bangalore,18-24,self_employed,10000,full
1443,2025-09-10,Bangalore,18-24,salaried,5000,full
1444,2025-09-16,Bangalore,18-24,salaried,10000,partial
1445,2025-11-10,Bangalore,25-34,salaried,10000,full
1446,2025-09-17,Delhi,35-44,salaried,20000,full
1447,2025-09-23,Mumbai,25-34,student,5000,full
1448,2025-09-26,Bangalore,25-34,salaried,5000,full
1449,2025-11-24,Bangalore,18-24,student,5000,full
1450,2025-11-25,Hyderabad,25-34,student,10000,full
1451,2025-09-07,Bangalore,35-44,student,30000,full
1452,2025-09-14,Delhi,18-24,salaried,5000,full
1453,2025-11-18,Pune,25-34,student,5000,full
1454,2025-09-07,Bangalore,18-24,student,5000,full
1455,2025-09-09,Bangalore,25-34,student,10000,full
1456,2025-10-18,Delhi,25-34,student,10000,full
1457,2025-11-11,Delhi,18-24,salaried,10000,full
1458,2025-10-29,Mumbai,25-34,self_employed,20000,full
1459,2025-11-26,Hyderabad,18-24,student,10000,full
1460,2025-11-21,Bangalore,25-34,self_employed,5000,full
1461,2025-10-09,Mumbai,25-34,salaried,5000,full
1462,2025-09-18,Mumbai,18-24,salaried,10000,full
1463,2025-10-29,Bangalore,25-34,salaried,10000,full
1464,2025-09-17,Mumbai,25-34,self_employed,10000,full
1465,2025-09-14,Bangalore,18-24,student,10000,partial
1466,2025-10-01,Delhi,18-24,salaried,10000,partial
1467,2025-09-24,Bangalore,25-34,salaried,20000,partial
1468,2025-10-30,Delhi,35-44,salaried,10000,partial
1469,2025-10-15,Delhi,18-24,self_employed,20000,full
1470,2025-09-03,Hyderabad,18-24,student,5000,full
1471,2025-10-07,Bangalore,18-24,salaried,10000,full
1472,2025-10-13,Delhi,25-34,salaried,30000,full
1473,2025-10-10,Delhi,18-24,salaried,10000,full
1474,2025-11-29,Hyderabad,18-24,student,20000,full
1475,2025-10-25,Mumbai,25-34,salaried,20000,full
1476,2025-11-26,Mumbai,25-34,self_employed,5000,full
1477,2025-10-09,Hyderabad,18-24,salaried,10000,full
1478,2025-09-15,Pune,25-34,self_employed,5000,full
1479,2025-09-04,Delhi,25-34,salaried,30000,partial
1480,2025-11-25,Mumbai,18-24,student,20000,full
1481,2025-09-25,Hyderabad,18-24,student,5000,partial
1482,2025-09-13,Pune,35-44,student,5000,full
1483,2025-11-21,Pune,18-24,salaried,10000,full
1484,2025-10-03,Delhi,25-34,student,10000,full
1485,2025-09-16,Bangalore,35-44,salaried,5000,full
1486,2025-10-12,Delhi,18-24,salaried,10000,full
1487,2025-11-05,Hyderabad,18-24,student,10000,full
1488,2025-10-25,Delhi,25-34,student,5000,full
1489,2025-10-12,Delhi,35-44,student,20000,partial
1490,2025-10-04,Hyderabad,35-44,salaried,30000,full
1491,2025-09-30,Delhi,25-34,student,20000,full
1492,2025-09-13,Pune,18-24,student,20000,full
1493,2025-09-13,Delhi,25-34,self_employed,5000,full
1494,2025-09-18,Delhi,25-34,self_employed,5000,full
1495,2025-10-02,Delhi,25-34,student,5000,full
1496,2025-10-09,Hyderabad,18-24,salaried,20000,full
1497,2025-10-16,Bangalore,18-24,salaried,30000,full
1498,2025-09-29,Bangalore,25-34,salaried,20000,full
1499,2025-11-01,Pune,25-34,salaried,20000,full
1500,2025-11-01,Bangalore,18-24,student,10000,full
1501,2025-10-27,Mumbai,18-24,salaried,10000,full
1502,2025-09-16,Mumbai,35-44,salaried,10000,full
1503,2025-10-26,Delhi,25-34,student,5000,full
1504,2025-09-10,Mumbai,18-24,salaried,5000,full
1505,2025-09-30,Bangalore,18-24,salaried,10000,full
1506,2025-09-25,Mumbai,18-24,student,10000,full
1507,2025-11-23,Delhi,35-44,student,10000,full
1508,2025-09-05,Mumbai,25-34,salaried,10000,full
1509,2025-11-04,Bangalore,25-34,student,5000,full
1510,2025-10-19,Mumbai,25-34,salaried,10000,partial
1511,2025-09-03,Bangalore,18-24,student,10000,full
1512,2025-10-15,Bangalore,25-34,student,10000,full
1513,2025-09-14,Bangalore,25-34,salaried,20000,full
