user_id,signup_date,city,age_band,employment_type,credit_limit,kyc_status,txn_count,avg_amount,night_txn_ratio,total_spend,default_count,avg_delay
1326,2025-09-04,Mumbai,35-44,student,10000,full,10,2689.4,0.4,26894,1,4.0
1327,2025-09-26,Bangalore,25-34,salaried,20000,full,15,1236.6,0.2,18549,1,0.0
1328,2025-10-28,Bangalore,25-34,salaried,10000,full,29,1890.1724137931035,0.3103448275862069,54815,0,3.3333333333333335
1329,2025-09-29,Hyderabad,35-44,self_employed,30000,full,18,1279.111111111111,0.3888888888888889,23024,1,2.0
1330,2025-11-26,Mumbai,25-34,salaried,10000,full,17,1655.2941176470588,0.29411764705882354,28140,0,0.0
1331,2025-10-07,Hyderabad,18-24,salaried,5000,full,12,2191.6666666666665,0.3333333333333333,26300,1,1.5
1332,2025-11-14,Bangalore,18-24,salaried,10000,full,37,2081.4594594594596,0.3783783783783784,77014,0,0.0
1333,2025-11-09,Hyderabad,25-34,self_employed,10000,partial,36,2234.8888888888887,0.16666666666666666,80456,0,0.0
1334,2025-09-18,Mumbai,18-24,salaried,20000,full,11,1718.8181818181818,0.18181818181818182,18907,0,0.0
1335,2025-11-24,Mumbai,35-44,student,10000,full,11,2667.7272727272725,0.2727272727272727,29345,2,0.0
1336,2025-10-12,Mumbai,25-34,self_employed,10000,full,33,2043.2121212121212,0.21212121212121213,67426,0,2.0
1337,2025-10-11,Pune,18-24,salaried,5000,partial,21,2519.285714285714,0.5238095238095238,52905,1,0.0
1338,2025-10-08,Mumbai,25-34,self_employed,10000,full,31,1846.3548387096773,0.25806451612903225,57237,1,0.0
1339,2025-10-04,Mumbai,25-34,self_employed,30000,full,24,1763.5833333333333,0.25,42326,0,0.0
1340,2025-09-17,Pune,35-44,student,5000,partial,28,1925.892857142857,0.42857142857142855,53925,1,0.0
1341,2025-10-07,Hyderabad,35-44,salaried,20000,full,36,1683.0833333333333,0.3055555555555556,60591,0,2.0
1342,2025-09-25,Delhi,25-34,student,10000,full,12,2963.0,0.16666666666666666,35556,0,2.3333333333333335
1343,2025-11-15,Hyderabad,25-34,student,5000,full,15,2369.4,0.2,35541,1,9.0
1344,2025-11-26,Delhi,25-34,student,30000,full,18,1401.888888888889,0.1111111111111111,25234,0,3.0
1345,2025-11-25,Bangalore,25-34,salaried,10000,full,33,1832.090909090909,0.36363636363636365,60459,0,2.6666666666666665
1346,2025-11-24,Mumbai,18-24,student,10000,full,28,2000.357142857143,0.2857142857142857,56010,2,0.0
1347,2025-09-27,Pune,18-24,student,5000,full,19,1545.7368421052631,0.2631578947368421,29369,1,2.0
1348,2025-10-27,Pune,25-34,salaried,5000,full,29,2647.137931034483,0.1724137931034483,76767,0,0.0
1349,2025-10-01,Delhi,18-24,student,20000,partial,17,2403.705882352941,0.35294117647058826,40863,2,0.0
1350,2025-09-06,Mumbai,18-24,student,10000,full,27,2034.148148148148,0.25925925925925924,54922,1,4.5
1351,2025-11-30,Bangalore,25-34,student,30000,full,35,1635.857142857143,0.2857142857142857,57255,1,1.5
1352,2025-10-10,Pune,18-24,salaried,5000,full,33,1697.6363636363637,0.21212121212121213,56022,1,4.0
1353,2025-09-12,Pune,25-34,salaried,5000,full,29,1745.0,0.27586206896551724,50605,0,3.3333333333333335
1354,2025-10-23,Mumbai,25-34,student,5000,full,34,1976.3235294117646,0.2647058823529412,67195,2,0.0
1355,2025-11-10,Hyderabad,35-44,self_employed,10000,full,35,1737.0,0.2,60795,1,5.0
1356,2025-09-10,Hyderabad,25-34,salaried,30000,full,36,1562.6666666666667,0.3888888888888889,56256,1,0.0
1357,2025-10-15,Mumbai,18-24,student,10000,full,21,2302.4761904761904,0.42857142857142855,48352,0,0.0
1358,2025-09-17,Bangalore,25-34,student,10000,full,13,1971.8461538461538,0.23076923076923078,25634,0,2.6666666666666665
1359,2025-09-26,Delhi,25-34,salaried,20000,full,13,1732.3846153846155,0.46153846153846156,22521,0,4.333333333333333
1360,2025-11-24,Mumbai,35-44,salaried,20000,full,15,1186.6666666666667,0.2,17800,0,0.0
1361,2025-12-01,Mumbai,25-34,student,5000,partial,18,2187.277777777778,0.3888888888888889,39371,2,0.0
1362,2025-11-01,Delhi,18-24,student,20000,full,12,2530.9166666666665,0.4166666666666667,30371,0,0.0
1363,2025-10-16,Pune,35-44,self_employed,10000,full,13,1573.0,0.3076923076923077,20449,1,4.5
1364,2025-11-03,Bangalore,18-24,student,5000,full,27,1969.0,0.2962962962962963,53163,1,0.0
1365,2025-09-02,Mumbai,25-34,salaried,5000,partial,27,2174.925925925926,0.2222222222222222,58723,1,0.0
1366,2025-10-24,Mumbai,25-34,self_employed,10000,full,30,2207.366666666667,0.4,66221,1,0.0
1367,2025-11-04,Mumbai,18-24,salaried,10000,full,30,1764.0666666666666,0.36666666666666664,52922,0,0.0
1368,2025-10-21,Mumbai,18-24,student,5000,full,28,2031.9642857142858,0.39285714285714285,56895,0,0.0
1369,2025-10-23,Bangalore,18-24,salaried,5000,full,21,2187.6666666666665,0.3333333333333333,45941,1,4.0
1370,2025-10-06,Bangalore,25-34,student,20000,full,39,1646.1538461538462,0.3076923076923077,64200,2,0.0
1371,2025-09-26,Mumbai,35-44,salaried,30000,full,34,2068.6470588235293,0.4117647058823529,70334,1,3.5
1372,2025-09-29,Mumbai,18-24,salaried,20000,full,15,3342.8,0.26666666666666666,50142,0,1.0
1373,2025-09-21,Bangalore,25-34,self_employed,5000,full,18,1678.4444444444443,0.3333333333333333,30212,1,4.5
1374,2025-09-11,Hyderabad,18-24,self_employed,5000,full,28,1825.5357142857142,0.2857142857142857,51115,0,1.3333333333333333
1375,2025-10-10,Delhi,25-34,self_employed,5000,partial,13,2380.230769230769,0.5384615384615384,30943,0,1.0
1376,2025-09-11,Mumbai,18-24,self_employed,5000,full,38,2276.8947368421054,0.23684210526315788,86522,1,0.0
1377,2025-10-06,Hyderabad,35-44,salaried,10000,full,36,1906.5277777777778,0.16666666666666666,68635,0,0.0
1378,2025-10-29,Bangalore,25-34,salaried,10000,full,19,1822.3157894736842,0.15789473684210525,34624,0,1.6666666666666667
1379,2025-10-09,Bangalore,25-34,salaried,20000,full,12,2095.9166666666665,0.08333333333333333,25151,1,2.5
1380,2025-10-24,Hyderabad,25-34,salaried,10000,full,14,2441.9285714285716,0.42857142857142855,34187,0,0.0
1381,2025-10-25,Mumbai,25-34,self_employed,5000,full,15,2502.3333333333335,0.3333333333333333,37535,0,1.6666666666666667
1382,2025-09-24,Mumbai,35-44,student,10000,full,20,1764.6,0.3,35292,1,2.5
1383,2025-09-22,Hyderabad,25-34,self_employed,10000,full,33,1764.3939393939395,0.3333333333333333,58225,0,1.6666666666666667
1384,2025-11-08,Hyderabad,35-44,self_employed,10000,full,12,2363.4166666666665,0.16666666666666666,28361,0,2.0
1385,2025-10-26,Pune,25-34,self_employed,5000,full,34,1751.6764705882354,0.2647058823529412,59557,0,0.0
1386,2025-10-03,Mumbai,18-24,self_employed,10000,full,39,2078.4102564102564,0.23076923076923078,81058,0,2.6666666666666665
1387,2025-10-06,Delhi,25-34,student,5000,partial,38,1968.3157894736842,0.2894736842105263,74796,0,1.0
1388,2025-09-20,Delhi,18-24,student,5000,full,13,1734.8461538461538,0.07692307692307693,22553,2,0.0
1389,2025-11-22,Bangalore,25-34,student,20000,full,37,1896.8918918918919,0.35135135135135137,70185,0,2.0
1390,2025-11-20,Mumbai,25-34,student,20000,full,18,2310.4444444444443,0.2222222222222222,41588,1,4.5
1391,2025-11-01,Bangalore,25-34,salaried,5000,full,19,2010.3684210526317,0.10526315789473684,38197,0,0.0
1392,2025-11-12,Pune,18-24,self_employed,5000,full,38,1897.6842105263158,0.3684210526315789,72112,0,1.6666666666666667
1393,2025-09-26,Mumbai,18-24,self_employed,20000,full,28,2624.3214285714284,0.17857142857142858,73481,1,0.0
1394,2025-11-05,Mumbai,25-34,salaried,5000,full,11,1513.1818181818182,0.18181818181818182,16645,0,0.0
1395,2025-11-12,Delhi,35-44,student,10000,partial,29,2022.3793103448277,0.5172413793103449,58649,1,0.0
1396,2025-11-12,Bangalore,18-24,student,5000,full,29,1578.0344827586207,0.3103448275862069,45763,2,0.0
1397,2025-10-10,Bangalore,25-34,student,5000,full,23,1804.2173913043478,0.30434782608695654,41497,0,2.3333333333333335
1398,2025-09-17,Delhi,25-34,salaried,20000,full,36,1526.0277777777778,0.3888888888888889,54937,0,0.0
1399,2025-09-01,Bangalore,25-34,salaried,20000,full,29,1967.551724137931,0.27586206896551724,57059,0,0.0
1400,2025-11-28,Mumbai,18-24,student,5000,full,12,1920.75,0.25,23049,1,0.0
1401,2025-10-31,Pune,25-34,student,10000,full,29,1862.7586206896551,0.3448275862068966,54020,0,3.0
1402,2025-10-13,Pune,18-24,student,5000,full,27,2276.037037037037,0.4444444444444444,61453,1,8.5
1403,2025-10-12,Mumbai,35-44,salaried,5000,full,23,2108.695652173913,0.34782608695652173,48500,0,0.0
1404,2025-09-25,Bangalore,18-24,salaried,30000,full,15,1503.4666666666667,0.26666666666666666,22552,0,1.6666666666666667
1405,2025-10-09,Pune,18-24,salaried,10000,full,26,1741.3461538461538,0.23076923076923078,45275,0,5.0
1406,2025-10-05,Pune,18-24,salaried,10000,full,33,2182.5151515151515,0.2727272727272727,72023,0,1.3333333333333333
1407,2025-09-03,Bangalore,18-24,self_employed,20000,full,27,1742.7777777777778,0.2222222222222222,47055,1,2.0
1408,2025-10-14,Hyderabad,25-34,student,20000,partial,33,1591.0,0.42424242424242425,52503,2,8.0
1409,2025-10-21,Bangalore,18-24,salaried,20000,partial,29,2012.448275862069,0.27586206896551724,58361,0,1.0
1410,2025-09-12,Hyderabad,18-24,salaried,5000,full,28,2483.6785714285716,0.25,69543,0,0.0
1411,2025-09-19,Pune,25-34,salaried,5000,full,24,2192.9166666666665,0.2916666666666667,52630,0,0.0
1412,2025-10-14,Bangalore,18-24,self_employed,10000,partial,36,2291.8333333333335,0.3055555555555556,82506,1,0.0
1413,2025-10-29,Pune,18-24,salaried,10000,full,39,1748.1025641025642,0.3333333333333333,68176,0,3.0
1414,2025-10-19,Mumbai,25-34,salaried,30000,full,13,2006.7692307692307,0.3076923076923077,26088,0,0.0
1415,2025-10-31,Pune,25-34,student,10000,full,23,1263.2173913043478,0.2608695652173913,29054,1,6.5
1416,2025-09-17,Delhi,35-44,salaried,30000,full,39,1968.076923076923,0.3333333333333333,76755,0,4.0
1417,2025-11-13,Hyderabad,35-44,student,5000,full,15,2337.2,0.13333333333333333,35058,0,0.0
1418,2025-10-27,Bangalore,25-34,student,20000,full,10,1699.6,0.3,16996,3,0.0
1419,2025-10-25,Delhi,18-24,salaried,10000,full,37,2600.162162162162,0.16216216216216217,96206,0,0.0
1420,2025-10-17,Bangalore,25-34,salaried,30000,full,29,2062.689655172414,0.41379310344827586,59818,0,3.6666666666666665
1421,2025-09-12,Pune,25-34,student,5000,partial,13,1535.3076923076924,0.23076923076923078,19959,1,0.0
1422,2025-11-01,Hyderabad,25-34,salaried,10000,full,31,1349.032258064516,0.3870967741935484,41820,1,4.5
1423,2025-11-19,Pune,25-34,salaried,20000,full,34,2584.176470588235,0.29411764705882354,87862,0,1.0
1424,2025-11-27,Pune,18-24,student,10000,full,10,1285.8,0.4,12858,0,2.3333333333333335
1425,2025-11-22,Bangalore,25-34,salaried,10000,full,23,1452.1739130434783,0.21739130434782608,33400,0,0.0
1426,2025-09-08,Delhi,25-34,salaried,30000,full,36,2050.4444444444443,0.1388888888888889,73816,1,0.0
1427,2025-09-21,Bangalore,35-44,salaried,10000,full,13,1295.076923076923,0.15384615384615385,16836,1,0.0
1428,2025-11-20,Bangalore,18-24,salaried,10000,full,18,2068.9444444444443,0.0,37241,0,1.3333333333333333
1429,2025-11-26,Bangalore,18-24,student,5000,full,25,2769.32,0.32,69233,1,0.0
1430,2025-11-19,Delhi,18-24,salaried,20000,partial,14,1070.2142857142858,0.21428571428571427,14983,1,0.0
1431,2025-11-09,Bangalore,25-34,self_employed,10000,full,14,2089.714285714286,0.2857142857142857,29256,1,2.5
1432,2025-11-11,Bangalore,18-24,salaried,10000,full,37,1362.054054054054,0.3783783783783784,50396,1,0.0
1433,2025-09-25,Bangalore,18-24,student,5000,full,37,1790.2162162162163,0.40540540540540543,66238,1,0.0
1434,2025-11-21,Bangalore,35-44,salaried,10000,full,35,2115.114285714286,0.2571428571428571,74029,0,4.333333333333333
1435,2025-11-28,Pune,18-24,self_employed,5000,full,31,2427.7741935483873,0.16129032258064516,75261,0,2.3333333333333335
1436,2025-09-12,Hyderabad,25-34,student,5000,full,32,2182.53125,0.1875,69841,0,1.0
1437,2025-09-15,Pune,18-24,self_employed,10000,full,29,2117.137931034483,0.3103448275862069,61397,0,5.333333333333333
1438,2025-10-29,Delhi,25-34,self_employed,5000,full,31,1637.5806451612902,0.25806451612903225,50765,2,0.0
1439,2025-09-26,Bangalore,25-34,student,5000,full,23,1573.2608695652175,0.30434782608695654,36185,2,0.0
1440,2025-09-26,Hyderabad,35-44,self_employed,10000,full,36,2271.8611111111113,0.2777777777777778,81787,1,0.0
1441,2025-10-17,Delhi,35-44,salaried,5000,partial,24,1208.75,0.20833333333333334,29010,1,0.0
1442,2025-10-02,Bangalore,18-24,self_employed,10000,full,15,2350.8,0.2,35262,1,3.5
1443,2025-09-10,Bangalore,18-24,salaried,5000,full,22,1831.7272727272727,0.2727272727272727,40298,0,2.0
1444,2025-09-16,Bangalore,18-24,salaried,10000,partial,14,1709.4285714285713,0.35714285714285715,23932,0,0.0
1445,2025-11-10,Bangalore,25-34,salaried,10000,full,15,2754.133333333333,0.13333333333333333,41312,0,3.0
1446,2025-09-17,Delhi,35-44,salaried,20000,full,21,2950.3333333333335,0.09523809523809523,61957,0,0.0
1447,2025-09-23,Mumbai,25-34,student,5000,full,22,2165.0,0.45454545454545453,47630,1,2.5
1448,2025-09-26,Bangalore,25-34,salaried,5000,full,20,1800.0,0.2,36000,0,0.0
1449,2025-11-24,Bangalore,18-24,student,5000,full,37,2029.3783783783783,0.1891891891891892,75087,1,1.5
1450,2025-11-25,Hyderabad,25-34,student,10000,full,30,1861.1,0.36666666666666664,55833,2,7.0
1451,2025-09-07,Bangalore,35-44,student,30000,full,15,2294.8,0.3333333333333333,34422,2,0.0
1452,2025-09-14,Delhi,18-24,salaried,5000,full,30,2192.5,0.26666666666666666,65775,0,0.0
1453,2025-11-18,Pune,25-34,student,5000,full,23,1477.1739130434783,0.30434782608695654,33975,1,0.0
1454,2025-09-07,Bangalore,18-24,student,5000,full,32,1709.5625,0.25,54706,0,0.0
1455,2025-09-09,Bangalore,25-34,student,10000,full,21,1451.1904761904761,0.38095238095238093,30475,0,5.333333333333333
1456,2025-10-18,Delhi,25-34,student,10000,full,38,2021.842105263158,0.3157894736842105,76830,0,1.0
1457,2025-11-11,Delhi,18-24,salaried,10000,full,11,1738.909090909091,0.36363636363636365,19128,0,0.0
1458,2025-10-29,Mumbai,25-34,self_employed,20000,full,37,1905.2432432432433,0.43243243243243246,70494,1,4.0
1459,2025-11-26,Hyderabad,18-24,student,10000,full,38,1724.2368421052631,0.3684210526315789,65521,0,0.0
1460,2025-11-21,Bangalore,25-34,self_employed,5000,full,21,2137.095238095238,0.2857142857142857,44879,0,0.0
1461,2025-10-09,Mumbai,25-34,salaried,5000,full,30,2359.366666666667,0.23333333333333334,70781,0,4.0
1462,2025-09-18,Mumbai,18-24,salaried,10000,full,19,1494.1052631578948,0.3157894736842105,28388,0,0.0
1463,2025-10-29,Bangalore,25-34,salaried,10000,full,18,1792.1666666666667,0.3888888888888889,32259,0,0.0
1464,2025-09-17,Mumbai,25-34,self_employed,10000,full,15,1845.7333333333333,0.5333333333333333,27686,1,0.0
1465,2025-09-14,Bangalore,18-24,student,10000,partial,37,2160.6216216216217,0.32432432432432434,79943,0,4.333333333333333
1466,2025-10-01,Delhi,18-24,salaried,10000,partial,25,1737.4,0.32,43435,1,0.0
1467,2025-09-24,Bangalore,25-34,salaried,20000,partial,16,1872.4375,0.3125,29959,0,0.0
1468,2025-10-30,Delhi,35-44,salaried,10000,partial,32,1591.875,0.15625,50940,1,5.5
1469,2025-10-15,Delhi,18-24,self_employed,20000,full,27,1527.4814814814815,0.37037037037037035,41242,1,1.5
1470,2025-09-03,Hyderabad,18-24,student,5000,full,28,1876.2142857142858,0.21428571428571427,52534,2,3.0
1471,2025-10-07,Bangalore,18-24,salaried,10000,full,16,1855.8125,0.25,29693,0,0.0
1472,2025-10-13,Delhi,25-34,salaried,30000,full,18,1868.6666666666667,0.2777777777777778,33636,0,1.3333333333333333
1473,2025-10-10,Delhi,18-24,salaried,10000,full,29,2145.793103448276,0.41379310344827586,62228,0,2.0
1474,2025-11-29,Hyderabad,18-24,student,20000,full,26,2046.423076923077,0.46153846153846156,53207,1,1.5
1475,2025-10-25,Mumbai,25-34,salaried,20000,full,19,2417.842105263158,0.3157894736842105,45939,1,0.0
1476,2025-11-26,Mumbai,25-34,self_employed,5000,full,20,2071.65,0.2,41433,1,2.5
1477,2025-10-09,Hyderabad,18-24,salaried,10000,full,30,1851.7,0.26666666666666666,55551,1,2.5
1478,2025-09-15,Pune,25-34,self_employed,5000,full,35,1735.142857142857,0.2857142857142857,60730,0,1.0
1479,2025-09-04,Delhi,25-34,salaried,30000,partial,15,1990.7333333333333,0.4666666666666667,29861,0,0.0
1480,2025-11-25,Mumbai,18-24,student,20000,full,26,2643.1153846153848,0.23076923076923078,68721,0,0.0
1481,2025-09-25,Hyderabad,18-24,student,5000,partial,13,1291.3076923076924,0.38461538461538464,16787,0,1.6666666666666667
1482,2025-09-13,Pune,35-44,student,5000,full,32,2796.125,0.3125,89476,0,0.0
1483,2025-11-21,Pune,18-24,salaried,10000,full,27,1289.5925925925926,0.07407407407407407,34819,0,0.0
1484,2025-10-03,Delhi,25-34,student,10000,full,22,2003.8636363636363,0.5,44085,1,1.5
1485,2025-09-16,Bangalore,35-44,salaried,5000,full,22,1597.1363636363637,0.045454545454545456,35137,0,0.0
1486,2025-10-12,Delhi,18-24,salaried,10000,full,25,2183.12,0.36,54578,0,0.0
1487,2025-11-05,Hyderabad,18-24,student,10000,full,13,1965.5384615384614,0.15384615384615385,25552,1,0.0
1488,2025-10-25,Delhi,25-34,student,5000,full,32,1851.6875,0.28125,59254,2,0.0
1489,2025-10-12,Delhi,35-44,student,20000,partial,16,2263.0,0.3125,36208,1,4.5
1490,2025-10-04,Hyderabad,35-44,salaried,30000,full,26,2379.230769230769,0.3076923076923077,61860,0,0.0
1491,2025-09-30,Delhi,25-34,student,20000,full,23,1473.7391304347825,0.13043478260869565,33896,1,0.0
1492,2025-09-13,Pune,18-24,student,20000,full,14,1484.0,0.2857142857142857,20776,0,0.0
1493,2025-09-13,Delhi,25-34,self_employed,5000,full,21,1889.095238095238,0.5238095238095238,39671,1,0.0
1494,2025-09-18,Delhi,25-34,self_employed,5000,full,19,1610.2631578947369,0.2631578947368421,30595,1,3.5
1495,2025-10-02,Delhi,25-34,student,5000,full,21,1459.095238095238,0.42857142857142855,30641,1,0.0
1496,2025-10-09,Hyderabad,18-24,salaried,20000,full,24,2415.4166666666665,0.3333333333333333,57970,0,0.0
1497,2025-10-16,Bangalore,18-24,salaried,30000,full,32,1300.0625,0.21875,41602,0,0.0
1498,2025-09-29,Bangalore,25-34,salaried,20000,full,19,2169.315789473684,0.2631578947368421,41217,1,0.0
1499,2025-11-01,Pune,25-34,salaried,20000,full,19,1706.6315789473683,0.21052631578947367,32426,0,2.0
1500,2025-11-01,Bangalore,18-24,student,10000,full,12,2190.9166666666665,0.5,26291,0,3.0
1501,2025-10-27,Mumbai,18-24,salaried,10000,full,31,2431.516129032258,0.25806451612903225,75377,1,3.5
1502,2025-09-16,Mumbai,35-44,salaried,10000,full,26,1890.6538461538462,0.19230769230769232,49157,0,1.6666666666666667
1503,2025-10-26,Delhi,25-34,student,5000,full,31,2002.774193548387,0.1935483870967742,62086,1,0.0
1504,2025-09-10,Mumbai,18-24,salaried,5000,full,16,1282.75,0.4375,20524,0,1.0
1505,2025-09-30,Bangalore,18-24,salaried,10000,full,10,2499.6,0.4,24996,0,0.0
1506,2025-09-25,Mumbai,18-24,student,10000,full,32,1713.65625,0.375,54837,0,3.0
1507,2025-11-23,Delhi,35-44,student,10000,full,16,2504.0625,0.375,40065,0,0.0
1508,2025-09-05,Mumbai,25-34,salaried,10000,full,10,1888.0,0.2,18880,0,2.6666666666666665
1509,2025-11-04,Bangalore,25-34,student,5000,full,36,1496.9166666666667,0.25,53889,0,4.666666666666667
1510,2025-10-19,Mumbai,25-34,salaried,10000,partial,17,1375.7058823529412,0.23529411764705882,23387,0,1.3333333333333333
1511,2025-09-03,Bangalore,18-24,student,10000,full,37,1735.162162162162,0.2972972972972973,64201,2,0.0
1512,2025-10-15,Bangalore,25-34,student,10000,full,37,2082.945945945946,0.43243243243243246,77069,1,2.5
1513,2025-09-14,Bangalore,25-34,salaried,20000,full,20,2606.05,0.5,52121,0,0.0
1514,2025-09-30,Bangalore,18-24,salaried,10000,full,34,2012.6176470588234,0.23529411764705882,68429,0,0.0
1515,2025-11-07,Hyderabad,18-24,self_employed,10000,full,23,1985.4782608695652,0.2608695652173913,45666,2,0.0
1516,2025-09-18,Bangalore,25-34,salaried,20000,full,38,1687.1052631578948,0.18421052631578946,64110,1,0.0
1517,2025-11-01,Pune,35-44,student,20000,full,15,2752.6,0.06666666666666667,41289,1,3.5
1518,2025-10-07,Pune,18-24,salaried,20000,full,26,1333.6153846153845,0.3076923076923077,34674,1,0.0
1519,2025-09-25,Mumbai,35-44,salaried,5000,full,13,1997.3846153846155,0.3076923076923077,25966,1,2.0
1520,2025-10-18,Bangalore,25-34,student,5000,full,21,1873.142857142857,0.3333333333333333,39336,1,3.0
1521,2025-11-04,Delhi,18-24,self_employed,5000,full,12,1659.0833333333333,0.16666666666666666,19909,2,0.0
1522,2025-10-23,Hyderabad,18-24,student,5000,full,21,1702.4761904761904,0.2857142857142857,35752,0,2.3333333333333335
1523,2025-11-18,Delhi,18-24,self_employed,30000,partial,39,2036.974358974359,0.41025641025641024,79442,1,1.5
1524,2025-11-12,Bangalore,25-34,self_employed,10000,full,22,1665.8636363636363,0.4090909090909091,36649,1,2.5
1525,2025-09-15,Mumbai,18-24,salaried,5000,full,22,1807.0454545454545,0.2727272727272727,39755,1,1.5
1526,2025-10-19,Hyderabad,18-24,self_employed,5000,full,36,1782.361111111111,0.3611111111111111,64165,2,0.0
1527,2025-11-27,Hyderabad,25-34,salaried,5000,partial,26,2013.0,0.2692307692307692,52338,1,4.5
1528,2025-11-07,Bangalore,25-34,student,10000,full,28,2080.285714285714,0.17857142857142858,58248,2,7.0
1529,2025-09-12,Mumbai,18-24,salaried,20000,full,32,2454.96875,0.34375,78559,0,0.0
1530,2025-10-29,Bangalore,25-34,student,20000,full,23,1679.5217391304348,0.30434782608695654,38629,0,3.6666666666666665
1531,2025-10-07,Bangalore,25-34,salaried,30000,full,30,2178.1,0.4,65343,0,3.0
1532,2025-10-31,Pune,25-34,salaried,5000,full,16,1915.9375,0.25,30655,0,0.0
1533,2025-10-13,Bangalore,25-34,salaried,10000,full,39,1915.4102564102564,0.358974358974359,74701,0,1.6666666666666667
1534,2025-11-09,Bangalore,18-24,student,5000,full,22,1573.090909090909,0.45454545454545453,34608,3,0.0
1535,2025-10-09,Bangalore,25-34,salaried,10000,full,14,2181.285714285714,0.35714285714285715,30538,1,3.0
1536,2025-10-26,Pune,25-34,self_employed,30000,partial,14,2524.9285714285716,0.42857142857142855,35349,0,0.0
1537,2025-11-02,Hyderabad,25-34,student,10000,partial,27,1755.148148148148,0.2222222222222222,47389,1,2.0
1538,2025-10-16,Mumbai,25-34,salaried,20000,full,12,2713.1666666666665,0.3333333333333333,32558,1,4.5
1539,2025-11-27,Hyderabad,25-34,student,10000,full,35,1790.7714285714285,0.42857142857142855,62677,1,4.0
1540,2025-09-11,Bangalore,18-24,salaried,5000,full,30,2430.6,0.2,72918,1,0.0
1541,2025-11-01,Delhi,25-34,student,5000,partial,23,2161.1739130434785,0.391304347826087,49707,0,3.0
1542,2025-11-16,Delhi,25-34,salaried,10000,full,35,2022.142857142857,0.34285714285714286,70775,0,0.0
1543,2025-09-25,Bangalore,25-34,student,20000,full,30,2111.733333333333,0.3333333333333333,63352,0,0.0
1544,2025-11-10,Delhi,18-24,student,5000,full,14,2096.4285714285716,0.35714285714285715,29350,1,6.5
1545,2025-10-22,Pune,35-44,self_employed,20000,full,33,1820.909090909091,0.3333333333333333,60090,0,2.0
1546,2025-09-04,Bangalore,25-34,student,20000,full,27,1749.851851851852,0.4074074074074074,47246,0,1.6666666666666667
1547,2025-10-29,Bangalore,18-24,salaried,10000,full,36,2215.0,0.2777777777777778,79740,0,0.0
1548,2025-11-11,Bangalore,25-34,student,20000,full,35,1470.9142857142858,0.4,51482,2,9.0
1549,2025-09-20,Bangalore,25-34,salaried,10000,full,13,1812.5384615384614,0.15384615384615385,23563,0,2.6666666666666665
1550,2025-11-02,Pune,25-34,salaried,10000,full,13,1337.3076923076924,0.38461538461538464,17385,2,0.0
1551,2025-10-24,Delhi,25-34,student,20000,partial,22,2221.909090909091,0.22727272727272727,48882,1,5.0
1552,2025-11-13,Delhi,35-44,student,30000,full,30,1848.7,0.26666666666666666,55461,0,1.6666666666666667
1553,2025-10-27,Hyderabad,18-24,salaried,10000,full,12,2172.3333333333335,0.08333333333333333,26068,0,5.666666666666667
1554,2025-11-29,Bangalore,25-34,salaried,10000,partial,24,2268.5833333333335,0.3333333333333333,54446,0,0.0
1555,2025-10-11,Delhi,35-44,salaried,5000,full,34,1579.9117647058824,0.3235294117647059,53717,0,2.0
1556,2025-09-03,Delhi,35-44,salaried,5000,full,10,1856.2,0.0,18562,0,4.0
1557,2025-09-06,Mumbai,25-34,salaried,10000,full,21,1859.6190476190477,0.19047619047619047,39052,1,3.0
1558,2025-09-05,Pune,35-44,student,30000,full,31,1970.5483870967741,0.45161290322580644,61087,1,0.0
1559,2025-09-05,Hyderabad,18-24,student,10000,full,31,1398.4193548387098,0.3870967741935484,43351,0,5.0
1560,2025-10-24,Delhi,35-44,student,5000,full,22,2225.590909090909,0.2727272727272727,48963,0,0.0
1561,2025-10-17,Hyderabad,18-24,student,5000,full,36,1799.638888888889,0.2222222222222222,64787,1,0.0
1562,2025-11-26,Bangalore,18-24,student,10000,full,28,1863.3214285714287,0.17857142857142858,52173,0,6.0
1563,2025-10-19,Bangalore,18-24,salaried,5000,full,34,2331.1470588235293,0.23529411764705882,79259,0,3.3333333333333335
1564,2025-09-09,Bangalore,25-34,salaried,5000,full,39,1822.4615384615386,0.23076923076923078,71076,1,4.5
1565,2025-09-20,Delhi,18-24,self_employed,20000,full,12,1073.1666666666667,0.16666666666666666,12878,1,0.0
1566,2025-10-31,Mumbai,18-24,student,5000,partial,33,1526.3939393939395,0.24242424242424243,50371,0,1.0
1567,2025-10-05,Mumbai,18-24,salaried,10000,full,25,1708.4,0.2,42710,1,3.0
1568,2025-10-20,Pune,18-24,self_employed,20000,full,39,1729.7692307692307,0.28205128205128205,67461,1,0.0
1569,2025-11-21,Mumbai,25-34,salaried,5000,full,13,1267.3076923076924,0.3076923076923077,16475,0,0.0
1570,2025-11-01,Mumbai,25-34,student,10000,full,31,1499.3548387096773,0.1935483870967742,46480,0,0.0
1571,2025-09-17,Bangalore,18-24,student,10000,full,12,2613.0833333333335,0.3333333333333333,31357,0,0.0
1572,2025-11-27,Bangalore,25-34,student,10000,full,27,1491.7037037037037,0.18518518518518517,40276,0,4.666666666666667
1573,2025-09-03,Mumbai,35-44,student,10000,full,32,1550.4375,0.1875,49614,0,0.0
